participant_id,category,feature,value,percentile,z_score,population_comparison,plain_language_explanation,literature_concept,literature_language,source
20,ankle,ankle_angle_left_median,31.63932698,100,1.979289479,above the reference mean by 1.98 SD,"The athlete's ankle_angle_left_median value is 31.6, which is above the dataset mean and at percentile 100.0. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,ankle,ankle_angle_left_minimum,-39.67758571,2.380952381,-0.6757933679,below the reference mean by 0.68 SD,"The athlete's ankle_angle_left_minimum value is -39.7, which is below the dataset mean and at percentile 2.4. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,ankle,ankle_angle_left_rom,79.34815755,100,1.782791322,above the reference mean by 1.78 SD,"The athlete's ankle_angle_left_rom value is 79.3, which is above the dataset mean and at percentile 100.0. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,ankle,ankle_angle_left_std,29.54336603,100,3.645992184,above the reference mean by 3.65 SD,"The athlete's ankle_angle_left_std value is 29.5, which is above the dataset mean and at percentile 100.0. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,ankle,ankle_angle_left_variance,873.7814878,100,4.133765221,above the reference mean by 4.13 SD,"The athlete's ankle_angle_left_variance value is 874, which is above the dataset mean and at percentile 100.0. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,ankle,ankle_angle_right_maximum,39.70000767,100,1.406152437,above the reference mean by 1.41 SD,"The athlete's ankle_angle_right_maximum value is 39.7, which is above the dataset mean and at percentile 100.0. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,ankle,ankle_angle_right_median,30.79761847,97.61904762,1.8156425,above the reference mean by 1.82 SD,"The athlete's ankle_angle_right_median value is 30.8, which is above the dataset mean and at percentile 97.6. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,ankle,ankle_angle_right_minimum,-39.68817544,2.380952381,-0.6843613263,below the reference mean by 0.68 SD,"The athlete's ankle_angle_right_minimum value is -39.7, which is below the dataset mean and at percentile 2.4. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,ankle,ankle_angle_right_rom,79.38818311,100,1.493523984,above the reference mean by 1.49 SD,"The athlete's ankle_angle_right_rom value is 79.4, which is above the dataset mean and at percentile 100.0. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,ankle,ankle_angle_right_std,30.67193526,100,3.56784343,above the reference mean by 3.57 SD,"The athlete's ankle_angle_right_std value is 30.7, which is above the dataset mean and at percentile 100.0. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,ankle,ankle_angle_right_time_to_peak,3.579333333,95.23809524,1.570037109,above the reference mean by 1.57 SD,"The athlete's ankle_angle_right_time_to_peak value is 3.58, which is above the dataset mean and at percentile 95.2. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,ankle,ankle_angle_right_variance,941.7683704,100,4.116736603,above the reference mean by 4.12 SD,"The athlete's ankle_angle_right_variance value is 942, which is above the dataset mean and at percentile 100.0. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,knee,knee_flexion_left_maximum,118.3415814,100,1.948238706,above the reference mean by 1.95 SD,"The athlete's knee_flexion_left_maximum value is 118, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
20,knee,knee_flexion_left_rom,116.5860221,100,1.781352523,above the reference mean by 1.78 SD,"The athlete's knee_flexion_left_rom value is 117, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
20,knee,knee_flexion_left_std,39.2310663,95.23809524,1.156538986,above the reference mean by 1.16 SD,"The athlete's knee_flexion_left_std value is 39.2, which is above the dataset mean and at percentile 95.2. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
20,knee,knee_flexion_right_maximum,120.6238487,100,2.30112073,above the reference mean by 2.30 SD,"The athlete's knee_flexion_right_maximum value is 121, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
20,knee,knee_flexion_right_minimum,0.1181072383,2.380952381,-0.7476883189,below the reference mean by 0.75 SD,"The athlete's knee_flexion_right_minimum value is 0.118, which is below the dataset mean and at percentile 2.4. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
20,knee,knee_flexion_right_rom,120.5057415,100,2.211213694,above the reference mean by 2.21 SD,"The athlete's knee_flexion_right_rom value is 121, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
20,knee,knee_flexion_right_std,41.37801221,100,1.468205223,above the reference mean by 1.47 SD,"The athlete's knee_flexion_right_std value is 41.4, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
20,knee,knee_flexion_right_variance,1717.273947,100,1.599765335,above the reference mean by 1.60 SD,"The athlete's knee_flexion_right_variance value is 1.72e+03, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
20,symmetry,ankle_angle_rom_absolute_difference,0.04002555667,2.380952381,-1.513448322,below the reference mean by 1.51 SD,"The athlete's ankle_angle_rom_absolute_difference value is 0.04, which is below the dataset mean and at percentile 2.4. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,symmetry,ankle_angle_rom_percent_difference,0.05042023006,2.380952381,-1.41921484,below the reference mean by 1.42 SD,"The athlete's ankle_angle_rom_percent_difference value is 0.0504, which is below the dataset mean and at percentile 2.4. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
20,symmetry,knee_flexion_rom_absolute_difference,3.919719328,95.23809524,1.856850884,above the reference mean by 1.86 SD,"The athlete's knee_flexion_rom_absolute_difference value is 3.92, which is above the dataset mean and at percentile 95.2. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
21,ankle,ankle_angle_left_rom,77.79914477,97.61904762,1.407112584,above the reference mean by 1.41 SD,"The athlete's ankle_angle_left_rom value is 77.8, which is above the dataset mean and at percentile 97.6. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
21,ankle,ankle_angle_right_rom,77.44342849,95.23809524,1.096965301,above the reference mean by 1.10 SD,"The athlete's ankle_angle_right_rom value is 77.4, which is above the dataset mean and at percentile 95.2. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
21,knee,knee_flexion_left_minimum,0.1703404683,4.761904762,-0.8286627585,below the reference mean by 0.83 SD,"The athlete's knee_flexion_left_minimum value is 0.17, which is below the dataset mean and at percentile 4.8. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
21,symmetry,knee_flexion_rom_absolute_difference,3.941342685,97.61904762,1.880315157,above the reference mean by 1.88 SD,"The athlete's knee_flexion_rom_absolute_difference value is 3.94, which is above the dataset mean and at percentile 97.6. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
21,symmetry,knee_flexion_rom_symmetry_index,3.826148356,97.61904762,1.849530051,above the reference mean by 1.85 SD,"The athlete's knee_flexion_rom_symmetry_index value is 3.83, which is above the dataset mean and at percentile 97.6. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
23,ankle,ankle_angle_left_std,25.35393674,97.61904762,2.017150611,above the reference mean by 2.02 SD,"The athlete's ankle_angle_left_std value is 25.4, which is above the dataset mean and at percentile 97.6. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
23,ankle,ankle_angle_left_variance,644.1474371,97.61904762,2.0643804,above the reference mean by 2.06 SD,"The athlete's ankle_angle_left_variance value is 644, which is above the dataset mean and at percentile 97.6. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
23,ankle,ankle_angle_right_std,24.8004719,97.61904762,1.55884864,above the reference mean by 1.56 SD,"The athlete's ankle_angle_right_std value is 24.8, which is above the dataset mean and at percentile 97.6. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
23,ankle,ankle_angle_right_variance,616.5455147,97.61904762,1.54950478,above the reference mean by 1.55 SD,"The athlete's ankle_angle_right_variance value is 617, which is above the dataset mean and at percentile 97.6. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
23,symmetry,hip_flexion_rom_absolute_difference,0.93298086,4.761904762,-1.279435396,below the reference mean by 1.28 SD,"The athlete's hip_flexion_rom_absolute_difference value is 0.933, which is below the dataset mean and at percentile 4.8. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
23,symmetry,hip_flexion_rom_percent_difference,1.040555673,4.761904762,-1.10777029,below the reference mean by 1.11 SD,"The athlete's hip_flexion_rom_percent_difference value is 1.04, which is below the dataset mean and at percentile 4.8. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
24,ankle,ankle_angle_right_maximum,29.84424196,4.761904762,-1.949755472,below the reference mean by 1.95 SD,"The athlete's ankle_angle_right_maximum value is 29.8, which is below the dataset mean and at percentile 4.8. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
24,symmetry,knee_flexion_rom_absolute_difference,1.003445777,4.761904762,-1.307701176,below the reference mean by 1.31 SD,"The athlete's knee_flexion_rom_absolute_difference value is 1, which is below the dataset mean and at percentile 4.8. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
25,symmetry,hip_flexion_rom_absolute_difference,0.7990995017,2.380952381,-1.380457872,below the reference mean by 1.38 SD,"The athlete's hip_flexion_rom_absolute_difference value is 0.799, which is below the dataset mean and at percentile 2.4. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
25,symmetry,hip_flexion_rom_percent_difference,0.8090408118,2.380952381,-1.228049908,below the reference mean by 1.23 SD,"The athlete's hip_flexion_rom_percent_difference value is 0.809, which is below the dataset mean and at percentile 2.4. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
26,ankle,ankle_angle_right_rom,61.64359323,7.142857143,-2.124809733,below the reference mean by 2.12 SD,"The athlete's ankle_angle_right_rom value is 61.6, which is below the dataset mean and at percentile 7.1. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
26,symmetry,ankle_angle_rom_absolute_difference,9.68022875,100,4.214461206,above the reference mean by 4.21 SD,"The athlete's ankle_angle_rom_absolute_difference value is 9.68, which is above the dataset mean and at percentile 100.0. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
26,symmetry,ankle_angle_rom_percent_difference,14.54987995,100,4.244243931,above the reference mean by 4.24 SD,"The athlete's ankle_angle_rom_percent_difference value is 14.5, which is above the dataset mean and at percentile 100.0. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
26,symmetry,ankle_angle_rom_symmetry_index,14.54987995,100,3.413515022,above the reference mean by 3.41 SD,"The athlete's ankle_angle_rom_symmetry_index value is 14.5, which is above the dataset mean and at percentile 100.0. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
26,symmetry,hip_flexion_rom_absolute_difference,5.023013197,95.23809524,1.806768664,above the reference mean by 1.81 SD,"The athlete's hip_flexion_rom_absolute_difference value is 5.02, which is above the dataset mean and at percentile 95.2. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
26,symmetry,knee_flexion_rom_symmetry_index,2.900130697,95.23809524,1.422444136,above the reference mean by 1.42 SD,"The athlete's knee_flexion_rom_symmetry_index value is 2.9, which is above the dataset mean and at percentile 95.2. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
27,ankle,ankle_angle_right_std,23.85120411,95.23809524,1.234044764,above the reference mean by 1.23 SD,"The athlete's ankle_angle_right_std value is 23.9, which is above the dataset mean and at percentile 95.2. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
27,ankle,ankle_angle_right_variance,575.4907653,95.23809524,1.225428358,above the reference mean by 1.23 SD,"The athlete's ankle_angle_right_variance value is 575, which is above the dataset mean and at percentile 95.2. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
27,hip,hip_flexion_left_maximum,111.8632447,97.61904762,1.810202177,above the reference mean by 1.81 SD,"The athlete's hip_flexion_left_maximum value is 112, which is above the dataset mean and at percentile 97.6. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
27,hip,hip_flexion_left_mean,61.19347835,95.23809524,1.45930564,above the reference mean by 1.46 SD,"The athlete's hip_flexion_left_mean value is 61.2, which is above the dataset mean and at percentile 95.2. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
27,hip,hip_flexion_left_rom,115.9036424,100,1.566185977,above the reference mean by 1.57 SD,"The athlete's hip_flexion_left_rom value is 116, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
27,hip,hip_flexion_left_std,41.98031753,97.61904762,1.506176683,above the reference mean by 1.51 SD,"The athlete's hip_flexion_left_std value is 42, which is above the dataset mean and at percentile 97.6. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
27,hip,hip_flexion_left_variance,1802.577427,97.61904762,1.795022541,above the reference mean by 1.80 SD,"The athlete's hip_flexion_left_variance value is 1.8e+03, which is above the dataset mean and at percentile 97.6. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
27,hip,hip_flexion_right_maximum,117.2703516,100,2.267895382,above the reference mean by 2.27 SD,"The athlete's hip_flexion_right_maximum value is 117, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
27,hip,hip_flexion_right_mean,65.67558265,95.23809524,1.831081899,above the reference mean by 1.83 SD,"The athlete's hip_flexion_right_mean value is 65.7, which is above the dataset mean and at percentile 95.2. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
27,hip,hip_flexion_right_rom,120.1884388,100,1.762255195,above the reference mean by 1.76 SD,"The athlete's hip_flexion_right_rom value is 120, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
27,hip,hip_flexion_right_std,44.01503259,97.61904762,1.744267903,above the reference mean by 1.74 SD,"The athlete's hip_flexion_right_std value is 44, which is above the dataset mean and at percentile 97.6. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
27,hip,hip_flexion_right_variance,1981.504029,97.61904762,2.101219885,above the reference mean by 2.10 SD,"The athlete's hip_flexion_right_variance value is 1.98e+03, which is above the dataset mean and at percentile 97.6. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
27,knee,knee_flexion_right_mean,61.94247272,95.23809524,1.666084404,above the reference mean by 1.67 SD,"The athlete's knee_flexion_right_mean value is 61.9, which is above the dataset mean and at percentile 95.2. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
27,symmetry,ankle_angle_rom_symmetry_index,-5.532939287,4.761904762,-1.292601646,below the reference mean by 1.29 SD,"The athlete's ankle_angle_rom_symmetry_index value is -5.53, which is below the dataset mean and at percentile 4.8. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
28,ankle,ankle_angle_left_time_to_peak,3.926666667,100,1.970682163,above the reference mean by 1.97 SD,"The athlete's ankle_angle_left_time_to_peak value is 3.93, which is above the dataset mean and at percentile 100.0. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
28,hip,hip_flexion_left_mean,26.76773922,2.380952381,-2.039761237,below the reference mean by 2.04 SD,"The athlete's hip_flexion_left_mean value is 26.8, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
28,hip,hip_flexion_left_median,10.3429173,2.380952381,-2.047977503,below the reference mean by 2.05 SD,"The athlete's hip_flexion_left_median value is 10.3, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
28,hip,hip_flexion_right_mean,28.17043643,2.380952381,-1.838867953,below the reference mean by 1.84 SD,"The athlete's hip_flexion_right_mean value is 28.2, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
28,hip,hip_flexion_right_median,13.96976518,2.380952381,-1.797949861,below the reference mean by 1.80 SD,"The athlete's hip_flexion_right_median value is 14, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
